"whale.id","matriline","year","sex","birth.year","death.year","mean.ep","n.ep","SD","area","age","pregnancy","pregnancy.simple","status","num.offspring","num.births","num.sons","num.daughters","has.son","has.adultson","age.sex.class.full","age.sex.class","salmon","mother.status"
"W9","M5",2019,"f",1980,NA,1.193495808,22,0.017116766,"J strait CC",39,"Nursing 3","Not pregnant","alive",5,6,1,4,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W10","M5",2019,"m",1996,2023,1.229905799,23,0.022731132,"J strait CC",23,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W11","M5",2019,"f",2004,NA,1.169454093,9,0.012622239,"J strait CC",15,"Nursing 2","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W69","M5",2019,"f",2008,NA,1.139531887,15,0.025344588,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,"alive"
"W12","M6",2019,"m",2014,NA,1.107454548,19,0.01748965,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W63","M6",2019,"f",1984,NA,1.174256447,37,0.019052349,"J strait CC",35,"Pregnant","Pregnant","alive",3,4,2,1,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W13","M6",2019,"f",1999,NA,1.11377632,27,0.015314833,"J strait CC",20,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W14","M6",2019,"m",2005,NA,1.163800934,28,0.02002557,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W15","M6",2019,"m",2011,NA,1.13145718,41,0.023818319,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W70","M7",2019,"f",2012,NA,1.100321574,25,0.022651299,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,NA
"W16","M7",2019,"m",2013,NA,1.123096379,10,0.018752,"J strait CC",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W74","M7",2019,"f",2016,NA,1.099383294,18,0.019652463,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.853333333,NA
"W144","M7",2019,"f",2018,NA,1.144317136,10,0.026810825,"J strait CC",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.853333333,NA
"W151","M7",2019,"m",2019,NA,1.182121637,12,0.020340014,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",0.853333333,NA
"W17","M7",2019,"f",1989,NA,1.156469779,17,0.025094075,"J strait CC",30,"Nursing 2","Nursing","alive",4,6,1,3,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W64","M7",2019,"f",2002,NA,1.168796897,8,0.010296868,"J strait CC",17,"Pregnant - early stages","Not pregnant","alive",2,2,0,2,"no","no","female reproductive","reproductive female",0.853333333,NA
"W18","M7",2019,"f",2006,NA,1.181485597,14,0.022075384,"J strait CC",13,"Nursing 1","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W22","M31",2019,"f",1998,NA,1.186492572,8,0.0175588,"J strait CC",21,"Pregnant","Pregnant","alive",2,2,0,0,"no","no","female reproductive","reproductive female",0.853333333,NA
"W25","M31",2019,"u",2009,NA,1.119577993,7,0.014840631,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W77","M31",2019,"u",2015,NA,1.071510357,1,NA,"J strait CC",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W145","M12",2019,"u",2009,NA,1.130755032,1,NA,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W152","M30",2019,"f",1982,NA,1.250576548,8,0.017793634,"J strait CC",37,"Pregnant - early stages","Not pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",0.853333333,NA
"W153","M30",2019,"f",1999,NA,1.235601801,4,0.010975465,"J strait CC",20,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W146","M30",2019,"m",2014,NA,1.094458679,9,0.012563594,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W31","M11",2019,"f",1998,NA,1.162629995,6,0.016050233,"J strait CC",21,"Not pregnant","Not pregnant","alive",0,1,0,0,"no","no","female reproductive","reproductive female",0.853333333,NA
"W34","M12",2019,"f",1972,NA,1.198925477,6,0.016982033,"J strait CC",47,"Not pregnant","Not pregnant","alive",0,1,0,0,"no","no","female post reproductive","post reproductive female",0.853333333,NA
"W78","M23",2019,"m",1986,NA,1.161039794,2,0.009425424,"J strait CC",33,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W80","M21",2019,"u",2012,NA,1.163793489,1,NA,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W154","M21",2019,"u",2017,NA,1.100501374,2,0.010192597,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.853333333,NA
"W155","M21",2019,"u",2019,NA,1.198084452,1,NA,"J strait CC",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.853333333,NA
"W82","M21",2019,"m",2005,NA,1.13011248,6,0.011337191,"J strait CC",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W85","M21",2019,"f",2008,NA,1.127088408,1,NA,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,"dead"
"W86","M21",2019,"u",2011,NA,1.108660956,2,0.008550214,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W87","M22",2019,"m",2012,NA,1.110642208,16,0.019786217,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W89","M22",2019,"f",2017,NA,1.157401708,13,0.012179663,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.853333333,NA
"W90","M22",2019,"f",1996,NA,1.188950047,10,0.019248317,"J strait CC",23,"Nursing 3","Not pregnant","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",0.853333333,NA
"W92","M22",2019,"f",2005,NA,1.19930484,22,0.019006778,"J strait CC",14,"Not pregnant","Not pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.853333333,NA
"W93","M22",2019,"m",2008,NA,1.169889772,16,0.021838427,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W94","M22",2019,"m",2011,NA,1.133214608,17,0.022375883,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W67","M22",2019,"m",2012,NA,1.088650524,7,0.01012747,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,NA
"W121","M25",2019,"u",2011,NA,1.104856136,1,NA,"J strait CC",8,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W122","M26",2019,"u",2017,NA,1.130002616,1,NA,"J strait CC",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.853333333,NA
"W123","M26",2019,"f",1999,NA,1.193545133,1,NA,"J strait CC",20,"Nursing 3","Not pregnant","alive",1,1,0,0,"no","no","female reproductive","reproductive female",0.853333333,NA
"W37","M14",2019,"m",2004,NA,1.151280564,9,0.009023963,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W38","M14",2019,"m",2009,NA,1.109186994,3,0.02348305,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.853333333,"dead"
"W68","M14",2019,"f",2009,NA,1.145418753,4,0.020068268,"J strait CC",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,"alive"
"W39","M14",2019,"f",2014,NA,1.13820673,2,0.012392418,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,NA
"W41","M14",2019,"f",1986,NA,1.150983128,2,0.000334244,"J strait CC",33,"Pregnant","Pregnant","alive",3,3,1,2,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W42","M14",2019,"m",2002,NA,1.1680601,8,0.013072672,"J strait CC",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W43","M15",2019,"m",2004,NA,1.15298708,2,0.000525551,"J strait CC",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W44","M15",2019,"f",1974,NA,1.20387455,11,0.028907275,"J strait CC",45,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",0.853333333,NA
"W46","M15",2019,"m",1997,NA,1.195230074,10,0.025465598,"J strait CC",22,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W47","M16",2019,"f",2002,NA,1.148390242,11,0.012946959,"J strait CC",17,"Not pregnant","Not pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",0.853333333,NA
"W132","M16",2019,"m",2007,NA,1.125443454,8,0.011706853,"J strait CC",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W48","M16",2019,"u",2012,NA,1.093636181,3,0.025011503,"J strait CC",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W49","M16",2019,"f",2014,NA,1.093614259,9,0.017120108,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.853333333,NA
"W133","M16",2019,"f",1974,NA,1.180187989,6,0.008009785,"J strait CC",45,"Not pregnant","Not pregnant","alive",3,7,1,1,"yes","yes","female post reproductive","post reproductive female",0.853333333,NA
"W50","M17",2019,"f",2003,NA,1.170492972,46,0.017396993,"J strait CC",16,"Nursing 1","Nursing","alive",0,1,0,0,"no","no","female reproductive","reproductive female",0.853333333,NA
"W51","M17",2019,"f",1980,NA,1.202145626,17,0.020580483,"J strait CC",39,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W52","M17",2019,"m",1997,NA,1.196781723,22,0.020549981,"J strait CC",22,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W54","M18",2019,"m",2007,NA,1.185936945,2,0.009254603,"J strait CC",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.853333333,NA
"W55","M18",2019,"u",2014,NA,1.091423379,16,0.017111898,"J strait CC",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.853333333,NA
"W56","M18",2019,"f",1990,NA,1.182468447,12,0.021398557,"J strait CC",29,"Pregnant","Pregnant","alive",2,3,1,0,"yes","yes","female reproductive","reproductive female",0.853333333,NA
"W156","M32",2019,"f",1968,NA,1.176680358,4,0.017061576,"J strait CC",51,"Not Applicable","Not pregnant","alive",3,4,3,0,"yes","yes","female post reproductive","post reproductive female",0.853333333,NA
"W157","M32",2019,"m",1987,NA,1.210763438,3,0.020709063,"J strait CC",32,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W158","M32",2019,"m",1999,NA,1.249791848,2,0.004347697,"J strait CC",20,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.853333333,NA
"W71","M1",2020,"f",2014,NA,1.156280387,5,0.014220652,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.98,NA
"W1","M1",2020,"f",1981,NA,1.247704569,7,0.00938204,"J strait",39,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female reproductive","reproductive female",0.98,NA
"W2","M1",2020,"m",1992,NA,1.212241489,19,0.010514168,"J strait",28,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W3","M1",2020,"f",1997,NA,1.190846061,14,0.009197383,"J strait",23,"Pregnant","Pregnant","alive",2,2,1,1,"yes","no","female reproductive","reproductive female",0.98,NA
"W4","M1",2020,"m",2009,NA,1.132247223,2,0.003507332,"J strait",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.98,NA
"W159","M2",2020,"m",2019,NA,1.114098473,2,0.016685399,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",0.98,NA
"W5","M2",2020,"m",1994,NA,1.254344419,10,0.01067676,"J strait",26,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W72","M2",2020,"f",2005,NA,1.136442198,8,0.013161918,"J strait",15,"Nursing 1","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.98,NA
"W160","M20",2020,"u",2017,NA,1.0803281,2,0.003420491,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.98,NA
"W161","M20",2020,"f",1974,NA,1.211566125,6,0.007577999,"J strait",46,"Not pregnant","Not pregnant","alive",5,6,1,3,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W162","M20",2020,"m",2003,NA,1.179616617,3,0.020938284,"J strait",17,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W163","M20",2020,"f",2008,NA,1.167871744,3,0.006961913,"J strait",12,"Pregnant","Pregnant","alive",0,0,0,0,"no","no","female reproductive","reproductive female",0.98,NA
"W12","M6",2020,"m",2014,NA,1.099622261,9,0.009215386,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.98,NA
"W164","M6",2020,"f",2020,NA,1.186886992,4,0.00812278,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.98,NA
"W63","M6",2020,"f",1984,NA,1.130180515,12,0.013725028,"J strait",36,"Nursing 1","Nursing","alive",4,5,2,2,"yes","yes","female reproductive","reproductive female",0.98,NA
"W13","M6",2020,"f",1999,NA,1.128707001,13,0.008179368,"J strait",21,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.98,NA
"W14","M6",2020,"m",2005,NA,1.149685849,2,0.035467396,"J strait",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W15","M6",2020,"m",2011,NA,1.134119729,12,0.019190972,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.98,NA
"W74","M7",2020,"f",2016,NA,1.111799503,1,NA,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.98,NA
"W144","M7",2020,"f",2018,NA,1.121819195,3,0.01561749,"J strait",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.98,NA
"W151","M7",2020,"m",2019,NA,1.151371779,6,0.01887316,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",0.98,NA
"W17","M7",2020,"f",1989,NA,1.170510136,7,0.016790149,"J strait",31,"Nursing 3","Not pregnant","alive",4,6,1,3,"yes","no","female reproductive","reproductive female",0.98,NA
"W64","M7",2020,"f",2002,NA,1.193464218,7,0.006960341,"J strait",18,"Pregnant","Pregnant","alive",2,2,0,2,"no","no","female reproductive","reproductive female",0.98,NA
"W18","M7",2020,"f",2006,NA,1.172811913,4,0.017474351,"J strait",14,"Nursing 2","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.98,NA
"W165","M33",2020,"f",1990,2023,1.16084018,3,0.008439599,"J strait",30,"Not pregnant","Not pregnant","alive",0,2,0,0,"no","no","female reproductive","reproductive female",0.98,NA
"W166","M34",2020,"f",2017,NA,1.008202536,1,NA,"J strait",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.98,NA
"W167","M34",2020,"f",2000,NA,1.150247923,2,0.00294203,"J strait",20,"Not pregnant","Not pregnant","alive",2,2,0,2,"no","no","female reproductive","reproductive female",0.98,NA
"W21","M35",2020,"f",1985,NA,1.197865975,10,0.011511426,"J strait",35,"Nursing 2","Nursing","alive",3,4,1,0,"yes","yes","female reproductive","reproductive female",0.98,NA
"W24","M35",2020,"m",2007,NA,1.099102689,6,0.006109491,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W168","M35",2020,"u",2019,NA,1.134916575,1,NA,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.98,NA
"W169","M36",2020,"m",1985,NA,1.287188428,1,NA,"J strait",35,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W170","M36",2020,"m",1989,NA,1.205806988,13,0.029179594,"J strait",31,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W171","M36",2020,"m",1997,NA,1.257028911,2,0.009455377,"J strait",23,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W172","M36",2020,"m",2006,NA,1.166576457,3,0.018189307,"J strait",14,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W145","M12",2020,"u",2009,NA,1.16098526,5,0.016147167,"J strait",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.98,NA
"W173","M36",2020,"u",2013,NA,1.13925881,4,0.012348934,"J strait",7,"Not Applicable","Not pregnant","alive",1,1,0,1,"no","no","unknown juvenile","juvenile",0.98,NA
"W174","M36",2020,"f",1975,NA,1.193360632,3,0.00496333,"J strait",45,"Not pregnant","Not pregnant","alive",3,6,2,0,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W175","M10",2020,"f",1975,NA,1.207194802,3,0.006107785,"J strait",45,"Not pregnant","Not pregnant","alive",3,5,1,2,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W28","M10",2020,"f",1990,NA,1.207326988,5,0.008811678,"J strait",30,"Pregnant","Pregnant","alive",3,3,1,0,"yes","yes","female reproductive","reproductive female",0.98,NA
"W29","M10",2020,"m",2005,NA,1.138811053,4,0.007383673,"J strait",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W176","M10",2020,"m",2007,NA,1.152179093,5,0.012376925,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W177","M10",2020,"u",2010,NA,1.122715578,6,0.032173514,"J strait",10,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.98,NA
"W178","M10",2020,"f",2013,NA,1.110449524,3,0.021760192,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.98,NA
"W179","M10",2020,"u",2015,NA,1.098016881,7,0.005901243,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.98,NA
"W152","M30",2020,"f",1982,NA,1.264799076,7,0.017906907,"J strait",38,"Pregnant","Pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",0.98,NA
"W153","M30",2020,"f",1999,NA,1.224485955,4,0.005551018,"J strait",21,"Not pregnant","Not pregnant","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",0.98,NA
"W146","M30",2020,"m",2014,NA,1.111373993,3,0.013489375,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",0.98,NA
"W31","M11",2020,"f",1998,NA,1.156961344,4,0.012581674,"J strait",22,"Not pregnant","Not pregnant","alive",0,1,0,0,"no","no","female reproductive","reproductive female",0.98,NA
"W34","M12",2020,"f",1972,NA,1.178320635,6,0.014441568,"J strait",48,"Not Applicable","Not pregnant","alive",0,1,0,0,"no","no","female post reproductive","post reproductive female",0.98,NA
"W124","M37",2020,"m",2005,NA,1.149919362,12,0.017520253,"J strait",15,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W125","M37",2020,"f",1974,NA,1.21521431,12,0.010281422,"J strait",46,"Not pregnant","Not pregnant","alive",1,2,1,0,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W37","M14",2020,"m",2004,NA,1.167354011,32,0.01351445,"J strait",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W68","M14",2020,"f",2009,NA,1.118912086,18,0.0127111,"J strait",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.98,"alive"
"W39","M14",2020,"f",2014,NA,1.146718787,15,0.008872843,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",0.98,NA
"W180","M14",2020,"f",2020,NA,1.150312458,3,0.008097994,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.98,NA
"W41","M14",2020,"f",1986,NA,1.137881304,26,0.010185814,"J strait",34,"Nursing 1","Nursing","alive",4,4,1,3,"yes","yes","female reproductive","reproductive female",0.98,NA
"W42","M14",2020,"m",2002,NA,1.165998392,8,0.015561749,"J strait",18,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W43","M15",2020,"m",2004,NA,1.13640285,2,0.02041519,"J strait",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W44","M15",2020,"f",1974,NA,1.175978133,1,NA,"J strait",46,"Not pregnant","Not pregnant","alive",2,4,2,0,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W50","M17",2020,"f",2003,NA,1.195178626,4,0.017001301,"J strait",17,"Pregnant - early stages","Not pregnant","alive",0,1,0,0,"no","no","female reproductive","reproductive female",0.98,NA
"W51","M17",2020,"f",1980,NA,1.184522492,6,0.016471921,"J strait",40,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W52","M17",2020,"m",1997,NA,1.188161962,4,0.015942801,"J strait",23,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W54","M18",2020,"m",2007,NA,1.221623691,6,0.014566971,"J strait",13,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W55","M18",2020,"u",2014,NA,1.108039218,2,0.000693795,"J strait",6,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.98,NA
"W181","M18",2020,"f",2020,NA,1.11511246,6,0.007543263,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",0.98,NA
"W56","M18",2020,"f",1990,NA,1.189869186,2,0.024804937,"J strait",30,"Nursing 1","Nursing","alive",3,4,1,1,"yes","yes","female reproductive","reproductive female",0.98,NA
"W182","M38",2020,"f",1979,NA,1.199010475,2,0.013956941,"J strait",41,"Not pregnant","Not pregnant","alive",2,2,0,1,"no","no","female post reproductive","post reproductive female",0.98,NA
"W183","M38",2020,"f",2005,NA,1.154543681,2,0.002222915,"J strait",15,"Nursing 2","Nursing","alive",1,1,0,0,"no","no","female reproductive","reproductive female",0.98,NA
"W184","M38",2020,"u",2011,NA,1.108100537,4,0.01210148,"J strait",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",0.98,NA
"W185","M38",2020,"u",2019,NA,1.11800156,4,0.006699925,"J strait",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown calf","calf",0.98,NA
"W156","M32",2020,"f",1968,NA,1.184066656,3,0.022227914,"J strait",52,"Not Applicable","Not pregnant","alive",3,4,3,0,"yes","yes","female post reproductive","post reproductive female",0.98,NA
"W157","M32",2020,"m",1987,NA,1.195624413,4,0.011439528,"J strait",33,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W158","M32",2020,"m",1999,NA,1.229717703,4,0.014477114,"J strait",21,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",0.98,NA
"W186","M32",2020,"m",2004,NA,1.176514987,3,0.021048473,"J strait",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",0.98,NA
"W71","M1",2021,"f",2014,NA,1.150386869,3,0.004466828,"J strait",7,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.056666667,NA
"W187","M1",2021,"m",2021,NA,1.156818291,5,0.01493945,"J strait",0,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.056666667,NA
"W1","M1",2021,"f",1981,NA,1.258720669,10,0.00745113,"J strait",40,"Not pregnant","Not pregnant","alive",1,2,0,1,"no","no","female post reproductive","post reproductive female",1.056666667,NA
"W2","M1",2021,"m",1992,NA,1.223273432,7,0.00481649,"J strait",29,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W3","M1",2021,"f",1997,NA,1.183276506,11,0.006127518,"J strait",24,"Nursing 1","Nursing","alive",3,3,2,1,"yes","yes","female reproductive","reproductive female",1.056666667,NA
"W4","M1",2021,"m",2009,NA,1.128107789,7,0.012364624,"J strait",12,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.056666667,NA
"W159","M2",2021,"m",2019,NA,1.135166876,7,0.010865938,"J strait",2,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male calf","calf",1.056666667,NA
"W5","M2",2021,"m",1994,NA,1.259173446,15,0.012865812,"J strait",27,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.056666667,NA
"W72","M2",2021,"f",2005,NA,1.155034529,11,0.016970622,"J strait",16,"Nursing 2","Nursing","alive",1,1,1,0,"yes","no","female reproductive","reproductive female",1.056666667,NA
"W188","M20",2021,"u",2016,NA,1.142278958,5,0.013427551,"J strait",5,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.056666667,NA
"W160","M20",2021,"u",2017,NA,1.081568158,1,NA,"J strait",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.056666667,NA
